区域,餐饮类型编码,餐饮类型名称,POI名称,详细地址,经度(lon),纬度(lat),联系电话,营业时段
惠济区,50100,中餐厅,姐弟俩土豆粉(郑州惠济尚购生活广场店),尚购生活广场西南1门旁,113.650979,34.785924,17703822618,7：00——22：00
惠济区,50100,中餐厅,哈喽小锅侠自助火锅(月湖广场店),迎宾路街道新城路与文创路交叉口月湖广场3号楼1层1113号,113.636513,34.869599,15639935011,8：00——22：00
惠济区,50100,中餐厅,秋波里爆蛋豆腐虾(惠济万达店),开元路68号万达广场(郑州惠济店)5F层5022B,113.637777,34.868946,17719893063,8：00——22：00
惠济区,50100,中餐厅,常湘思·湘菜小炒,惠济万达5楼5018号,113.637052,34.868759,18638738909,8：00——22：00
惠济区,50100,中餐厅,周麻婆(郑州惠济万达广场店),开元路68号万达广场郑州惠济店5F层,113.637451,34.868793,0371-53675168;19059510666,8：00——22：00
惠济区,50100,中餐厅,额娘春饼·烤鸭(惠济万达店),开元路68号万达广场5楼,113.636511,34.868982,0371-55185015;15628875261,8：00——22：00
惠济区,50100,中餐厅,彭老铁铁锅焖面豫东特色菜,东风路与丰乐路交叉口向北300米路西,113.637507,34.799075,18695878831,7：00——22：00
惠济区,50100,中餐厅,晋晋有味(迎宾路店),迎宾办事处迎宾路10号大河龙城五期商业街13栋一层,113.662246,34.871576,0371-66896669;17752555618,8：00——22：00
惠济区,50100,中餐厅,思念果岭大年农庄餐厅,岸86号黄河大观四季温泉度假区内,113.515391,34.919063,0371-56280095,9：00——22：00
惠济区,50100,中餐厅,地锅年代(江山路店),三全路与江山路交叉口向北200米路东,113.620334,34.835146,18569915509,8：00——22：00
惠济区,50100,中餐厅,洛九门·洛阳涮牛肚(英才街店),英才街159号盛唐国际水汇大堂门口南旁边洛九门洛阳涮牛肚,113.641346,34.859863,19138076312,8：00——22：00
惠济区,50100,中餐厅,聚味美鲜炒大盘鸡(英才街店),桂圆南街与英才街交叉口南50米,113.653411,34.858773,18336371233,8：00——22：00
惠济区,50100,中餐厅,溢美德·云南蒸汽石锅鱼(美景·欢乐广场店),文化北路236号美景·欢乐广场F5层,113.645636,34.858955,16637174781,8：00——22：00
惠济区,50100,中餐厅,福状元(英才街店),"迎宾路办事处英才街19号中原桂冠小区1号楼1层5号,6号,7号",113.672243,34.860177,0371-55912099,8：00——22：00
惠济区,50100,中餐厅,御宾苑烩面(新城路店),新城街道清华园路新城路交叉口向东100米路北(毛庄村),113.624734,34.870201,0371-63985816;0371-63987398,8：00——22：00
惠济区,50100,中餐厅,我的小板凳街坊火锅(银通路店),金达路与银通路交叉口往北30米,113.671166,34.863277,15838226138,8：00——22：00
惠济区,50100,中餐厅,信阳刘三渔家(天河路店),天河路与312交叉口向北20米路西,113.613582,34.905337,15038269188,9：00——22：00
惠济区,50100,中餐厅,醉巴鲜烤鱼,尚购生活广场天明路店东门北50米,113.650943,34.786757,19339913100,7：00——22：00
惠济区,50100,中餐厅,西部大盘鸡鲜炒鸡(英才街店),英才街与桂圆南街交叉口向西100米路北A6-1,113.652561,34.859996,19803829775,8：00——22：00
惠济区,50100,中餐厅,转角遇见虾火锅川菜(黄河美邸店),英才街与桂圆街交叉口西南角,113.652808,34.85949,15803815182,8：00——22：00
惠济区,50100,中餐厅,同胜祥(物流港店),绿环路168号市场办公楼一楼,113.571865,34.88567,0371-86188856;17698353522,8：00——22：00
惠济区,50100,中餐厅,小yi家火锅鸡,英才街和文化北路交叉口向南300米路东,113.647693,34.8581,13703840172,8：00——22：00
惠济区,50100,中餐厅,土房子怪味鱼,迎宾路街道开元路与银通路交叉口西北角10号27,113.670374,34.867157,18539923937,8：00——22：00
惠济区,50100,中餐厅,铁牛黄河大鲤鱼,后刘村16号,113.599639,34.906036,13949089777,9：00——22：00
惠济区,50100,中餐厅,思念果岭湖畔花房餐厅,雍府别墅西南侧20米,113.51655,34.914813,18569978019,9：00——22：00
惠济区,50100,中餐厅,甄玉川礼宴棠,东风路街道丰乐路96号A座,113.632704,34.804904,13633855888,8：00——22：00
惠济区,50100,中餐厅,黔途酸汤鱼(裕华·第九城市店),长兴路与三全路向南50米路西,113.625541,34.831687,0371-55672368;19139950356,8：00——22：00
惠济区,50100,中餐厅,福状元(郑州惠济万达广场店),开元路68号万达广场郑州惠济店5F层,113.636377,34.868556,0371-65753359,8：00——22：00
惠济区,50100,中餐厅,醉巴鲜烤鱼(惠济万达店),"文化路与开元路交口向西400米路北,惠济万达5楼",113.635514,34.868748,0371-88950909,8：00——22：00
惠济区,50100,中餐厅,重庆胖哥酸菜鱼(总店),G107与中州大道交叉口东南方向80米,113.67042,34.887877,19939272899,8：00——22：00
惠济区,50100,中餐厅,姐弟俩土豆粉(郑州惠济裕华广场店),长兴路37号裕华广场一层A-1067号商铺,113.624802,34.83322,19337167209,8：00——22：00
惠济区,50100,中餐厅,阿恒香厨,江山北路森巴林海百汇街(孙庄社区门口),113.54589,34.912864,15638887547;18336387295,9：00——22：00
惠济区,50100,中餐厅,北59号私房菜小馆,民安北郡1期西南门南130米,113.621831,34.86771,0371-61778889,8：00——22：00
惠济区,50100,中餐厅,袁记云饺(郑州市惠济区月湖广场店),新城路月湖广场沿街门面房,113.636946,34.869581,15038389915,8：00——22：00
惠济区,50100,中餐厅,叶记闽南海鲜饭店(中部两岸海鲜物流港店),花园路与新107国道(中州大道)交汇立交桥东北角中部两岸海鲜港B东050,113.67511,34.886028,0371-55096996;13939317732;15959630336,8：00——22：00
惠济区,50100,中餐厅,入鸡山鲜炒鸡(艺茂国际仓店),天元路与清华园路交叉口向西150米路南,113.618272,34.860123,18339827708,8：00——22：00
惠济区,50100,中餐厅,爱心烩面香锅鱼(米饭快餐),迎宾路街道西黄刘村惠民农贸市场门口,113.671533,34.878793,17703829009,8：00——22：00
惠济区,50100,中餐厅,华惠记两道菜红烧大鲤鱼鲜炒柴鸡,文化路与滨河路交叉口向东200米,113.650711,34.857242,18539917201,8：00——22：00
惠济区,50100,中餐厅,长垣味道(田园路店),水境·怡园(田园路东)金洼地铁站C口步行370米,113.662971,34.870029,0371-88959933,8：00——22：00
惠济区,50100,中餐厅,朱熙熙三不炒(英才街店),迎宾路街道英才街19号中原桂冠小区2号楼一层门面房,113.673216,34.860147,18503838122,8：00——22：00
惠济区,50100,中餐厅,阿德重庆印象火锅(惠济店),艺茂国际仓东北门旁,113.619915,34.8588,0371-63658822;0371-86650222,8：00——22：00
惠济区,50100,中餐厅,小重庆饭店(长虹路店),金蓝湾西门西北70米,113.629095,34.825575,13837131453,8：00——22：00
惠济区,50100,中餐厅,厨匠博炮崩鸡(北大学城店),英才街11号l2号楼副楼104号,113.653056,34.859495,17630050983,8：00——22：00
惠济区,50100,中餐厅,老长垣美食,沙口路与宋寨南街交叉口东北角,113.623279,34.796542,0371-63655655;13073717715,7：00——22：00
惠济区,50100,中餐厅,驴秀才·品耕记 | 民间土菜小馆(清华园路门店),清华园路11号,113.620985,34.862489,15738827371,8：00——22：00
惠济区,50100,中餐厅,三厂烩羊肉(滨河路店),文化路滨河路交叉口向东150米路北,113.651442,34.857205,0371-55092552;18539256366;19939966270,8：00——22：00
惠济区,50100,中餐厅,老堂口成都江湖菜(南阳路136号南院店),南阳路136号-2号,113.631949,34.801855,15981879517;18538537166,8：00——22：00
惠济区,50100,中餐厅,东北饺子(谦祥·兴隆城嘉园店),谦祥福晟兴隆城市,113.619174,34.805237,18638637850,8：00——22：00
惠济区,50100,中餐厅,穆记涮锅(电厂路绿洲花园3号院店),电厂路利海绿洲花园29号楼商户,113.607112,34.801305,15237138157,8：00——22：00
惠济区,50100,中餐厅,(赟厨艺)信阳品牌菜(开元路店),毛庄小区二号院西门南70米,113.626441,34.86478,19103816956,8：00——22：00
惠济区,50100,中餐厅,川渝老厨子(博颂路店),南阳路155号院中基都市春天8号楼105至109号,113.63013,34.808207,13027637160,8：00——22：00
惠济区,50100,中餐厅,船夫煎烧黄河大鲤鱼,江山路684号,113.536128,34.93577,13633713890;13703862336,9：00——22：00
惠济区,50100,中餐厅,王岗扣碗大锅菜(开元路店),兰亭山庄南门西180米,113.670699,34.867182,15093372544;15237172802,8：00——22：00
惠济区,50100,中餐厅,巴蜀渔庄(青寨店),月季街御翠园北门,113.65894,34.876653,0371-58611655;15837175305,8：00——22：00
惠济区,50100,中餐厅,娇典纸上烤鱼(惠济万科店),文化北路236号美景·欢乐广场F5层,113.645458,34.858098,0371-63388781,8：00——22：00
惠济区,50100,中餐厅,锅姐弟地锅柴鸡(民安北郡店),金河路民安北郡东区东门北侧商户,113.628356,34.868532,15303711471,8：00——22：00
惠济区,50100,中餐厅,豫姥家大锅台(民安北郡店),清华园路141-54,113.622023,34.868858,15838128615,8：00——22：00
惠济区,50100,中餐厅,闽记海鲜饭店,中州大道269号,113.670411,34.887839,0371-60907010;15886700711,8：00——22：00
惠济区,50100,中餐厅,粥全周道烤鸭店,迎宾路与香山路交叉口西北角100米,113.666498,34.871586,0371-55959667;18037510887,8：00——22：00
惠济区,50100,中餐厅,西部来客鲜炒大盘鸡(英才街旗舰店),英才街口桂圆南街交叉口西北角,113.652307,34.86003,13783669636,8：00——22：00
惠济区,50100,中餐厅,春园鲜炒大盘鸡,迎宾路街道开元路203号,113.657327,34.865914,13949021087,8：00——22：00
惠济区,50100,中餐厅,闽乡海鲜馆,中州大道中部两岸海鲜物流园B栋033号,113.675034,34.886562,0371-56639009,8：00——22：00
惠济区,50100,中餐厅,米村拌饭(英才街大学城店),英才街与桂圆南街交叉口西北角中州大学旅游实训楼1楼A13-A14号,113.651648,34.860024,18697025414,8：00——22：00
惠济区,50100,中餐厅,豫赐妈妈菜,永明门东南门旁,113.542905,34.909534,0371-62366667,9：00——22：00
惠济区,50100,中餐厅,塔斯汀中国汉堡(惠济裕华广场店),"长兴路街道惠济区三全路北,长兴路西5号楼岗1-2层111商铺",113.625624,34.834553,17310983865,8：00——22：00
惠济区,50100,中餐厅,英才美食城,文化路英才街向西200米路南,113.642236,34.859681,15237194444,8：00——22：00
惠济区,50100,中餐厅,髯郎居砂锅炖山羊(民安北郡2期店),民安·北郡一号院(毛庄地铁站D口步行460米),113.628102,34.868971,0371-61179690,8：00——22：00
惠济区,50100,中餐厅,柏亦宴会中心,天河路32号,113.613202,34.854748,0371-60900373;19036523663,8：00——22：00
惠济区,50100,中餐厅,黄河农家地锅炖,郑州市惠济区古荥镇于庄大门口,113.534475,34.93555,13213151766,9：00——22：00
惠济区,50100,中餐厅,麦稻中式健康菜,英才街与东风渠滨河路交叉口东南160米,113.637825,34.858925,19139889022,8：00——22：00
惠济区,50100,中餐厅,豫姥家大锅台(美景欢乐广场店),美景·欢乐广场西门南100米,113.644477,34.858542,16638205558,8：00——22：00
惠济区,50100,中餐厅,米皮记清真餐厅(宏达街店),金蓝湾10-2号,113.629557,34.823556,17596751811,8：00——22：00
惠济区,50100,中餐厅,三和美食(天河路),新城路与天河路交汇处惠城社区,113.613796,34.873475,15716784089,8：00——22：00
惠济区,50100,中餐厅,伏牛里南阳黄牛鲜汤(省体育中心店),长兴路37号院5号楼底商110号,113.625352,34.834874,13598823872,8：00——22：00
惠济区,50100,中餐厅,豫龙武陟砂锅(惠济万达店),新城街道毛庄社区2号院20号楼一层30号商铺,113.627736,34.866226,13014577576;18037378080,8：00——22：00
惠济区,50100,中餐厅,姐弟俩土豆粉(郑州惠济福都购物广场金达店),福都购物广场金达店3号门旁,113.687109,34.863661,17729777282,8：00——22：00
惠济区,50100,中餐厅,孙老大信阳渔家天河路店,天河路黄河大坝向南200米路西孙老大信阳渔家,113.616155,34.906827,18530966950,9：00——22：00
惠济区,50100,中餐厅,郑州新家园渔村正宗大块鱼,天河路森林湖550米路东,113.617476,34.906764,13603717703,9：00——22：00
惠济区,50100,中餐厅,刘统领地锅柴鸡(民安北郡店),清华园路与公交南路交叉口南140米,113.622357,34.871642,15538167500,8：00——22：00
惠济区,50100,中餐厅,周老大饸饹面总店,文化路与英才街交叉口往西50米路北,113.64518,34.860292,13103719978,8：00——22：00
惠济区,50100,中餐厅,豫南宴信阳菜,龙城广场1号楼东南角,113.643548,34.868217,0371-61383999;16638050666,8：00——22：00
惠济区,50100,中餐厅,南阳寨扣碗(西湖花园东区店),西湖花园东区,113.604943,34.808983,18538927038,8：00——22：00
惠济区,50100,中餐厅,湘厨湘味(丰乐路店),丰乐路与丰华路交叉口东南40米,113.632882,34.806028,13290901009,8：00——22：00
惠济区,50100,中餐厅,福临滋补烩面农家菜(丰乐路店),郑州市金水区索凌路8号大河春天小区8号看台商铺1层1号商铺,113.6307,34.809071,13523056371,8：00——22：00
惠济区,50100,中餐厅,易德老狼大盘鸡(牧业经济学院店),文化路与英才街交叉口146-1(万科广场对面),113.644953,34.860263,13676908319;19139955808,8：00——22：00
惠济区,50100,中餐厅,秋波里爆蛋豆腐虾(金达福都广场店),福都广场(金达店),113.68744,34.863794,19337172981,8：00——22：00
惠济区,50100,中餐厅,御锅苑涮锅(丰乐路店),丰乐路与博颂路交叉口向南200米路西,113.631922,34.806869,13673696447,8：00——22：00
惠济区,50100,中餐厅,明记信阳酒家(丰乐园公寓店),丰乐园公寓,113.633522,34.80422,0371-65015899;13283847337,8：00——22：00
惠济区,50100,中餐厅,土灶台,铭功路258号瑞士酒店公寓1236,113.626373,34.840637,13623719862;15515752357,8：00——22：00
惠济区,50100,中餐厅,赵氏农家驴肉馆,宏安路与金杯北路交叉口东400米,113.636807,34.84417,19036928081,8：00——22：00
惠济区,50100,中餐厅,起龙香辣鸡(南阳路店),南阳路177号6号楼1层104号,113.62561,34.806614,13938721931,8：00——22：00
惠济区,50100,中餐厅,清真劈柴地锅(御森苑店),花园口村三期社区159-1,113.665826,34.901625,15515826556;18336319161,9：00——22：00
惠济区,50100,中餐厅,重庆胖哥酸菜鱼(第六分店)江山路老店,新江山路与黄浮路交叉口东新社区1排1号,113.532638,34.943432,13526522935;13598866932,9：00——22：00
惠济区,50100,中餐厅,冯二砂锅,英才街桂圆南街交叉口西北角中州大学旅游实训楼A9号,113.652148,34.859998,15249697431,8：00——22：00
惠济区,50100,中餐厅,东方酒家农家扣碗炖菜(江山路店),江山路与沿黄快速路交叉口,113.550508,34.907529,0371-63776381;15639250827,9：00——22：00
惠济区,50100,中餐厅,豫姥家大锅台(英才街店),英才街与桂圆南街交叉口西北角中州大学实训楼二楼B9后B10,113.652111,34.859998,16638105558,8：00——22：00
惠济区,50100,中餐厅,德源天鲜牛生鲜牛肉火锅(田园路店),田园路水镜怡园小区34号铺,113.662869,34.869442,15938775806;17513378585,8：00——22：00
惠济区,50100,中餐厅,老地香烤全羊,新城街道李西河村惠民路90号花猫休闲钓场北隔壁,113.633591,34.902822,13673396909;15617640879,9：00——22：00
惠济区,50100,中餐厅,孙峰洛阳牛肉汤(滨河路店),天河路与滨河路下坡杨孙峰洛阳牛肉汤郑州总店,113.61042,34.850312,13298159519;15713662858,8：00——22：00
惠济区,50100,中餐厅,信阳品牌菜(金杯路店),金杯路国基路交叉口向北50米路西,113.630237,34.820164,19949196722,8：00——22：00
惠济区,50100,中餐厅,老寨门(运和宸院店),大河路与翡翠路交叉口向南150米路西,113.617996,34.878212,0371-58682007,8：00——22：00
惠济区,50100,中餐厅,小老井炒鸡(裕华美欣店),长兴路街道长柳路六号二号楼1-2层商11号,113.620543,34.83551,13203821503,8：00——22：00
惠济区,50100,中餐厅,毅品鲜干锅鸭,英才街和文化北路交叉口向南350米路东(187-31号),113.64774,34.857994,13703840172,8：00——22：00
惠济区,50100,中餐厅,朱熙熙三不炒(月湖店),碧源月湖广场1层3-109号,113.636455,34.869838,13027504882;17637869159,8：00——22：00
惠济区,50100,中餐厅,八喜·粗粮烙馍村,文化北路300号(黄河迎宾馆地铁站H口步行440米),113.641527,34.870469,17335786782,8：00——22：00
惠济区,50100,中餐厅,橘婆婆地锅柴鸡(金杯路店),金杯路宏达路向北10米路西10-6号八一小学对面,113.630585,34.824211,0371-66113332;13223049796;17516481555,8：00——22：00
惠济区,50100,中餐厅,老胡家湘西菜馆,南阳路宋寨南街博金眼镜城东配楼一楼135-4号,113.63339,34.801566,18503711147,8：00——22：00
惠济区,50100,中餐厅,葛师傅烧烤野火锅(昌建·誉峰店),南阳路博颂路昌建誉峰177-54(兴隆铺地铁站C口旁),113.626832,34.806989,13523095674;18603868684,8：00——22：00
惠济区,50100,中餐厅,永城传统名吃(泰力小区店),长兴路三十二号宏达路交叉口向北五十米路东,113.62635,34.824967,17839000996;18538763367,8：00——22：00
惠济区,50100,中餐厅,义和园饭庄,孔庄村106号,113.508684,34.884603,17133997777,8：00——22：00
惠济区,50100,中餐厅,凯珂家马家羊肉鲜汤馆(老鸦陈总店),宏达路与长兴路西南角19-3,113.625107,34.823047,0371-55980017,8：00——22：00
惠济区,50100,中餐厅,四和涮锅(裕华美欣店),长兴路街道长柳路6号裕华美欣,113.61988,34.83579,0371-60392639,8：00——22：00
惠济区,50100,中餐厅,老家罗山菜(艺茂国际仓店),天河路与天元路交叉口向东300路南火车中间,113.618168,34.860074,13681260222;15736702779,8：00——22：00
惠济区,50100,中餐厅,半亩地家常饭(民安·北郡一号院店),民安·北郡一号院(毛庄地铁站D口步行320米),113.628696,34.867705,0371-66995205,8：00——22：00
惠济区,50100,中餐厅,清园开封灌汤包老店,,113.630924,34.802352,18237158563,8：00——22：00
惠济区,50100,中餐厅,996兄弟大排档,江山路119号,113.620619,34.834585,18625559345,8：00——22：00
惠济区,50100,中餐厅,柒光光泡椒米线(旗舰店),月湖金街广场3-101-1,113.636535,34.870051,13426107191,8：00——22：00
惠济区,50100,中餐厅,齐琪烙馍村家常菜长兴路店,长兴路国基路交叉口南100米路东,113.626286,34.818254,13203834196,8：00——22：00
惠济区,50100,中餐厅,壹号燃点烙馍村,木马嘉苑壹号院东2门旁,113.640847,34.864789,15503715588,8：00——22：00
惠济区,50100,中餐厅,老田饭店,花园口镇南月堤村一排二号,113.695989,34.894241,15638106766;18537176935,8：00——22：00
惠济区,50100,中餐厅,千吉千禧大盘鸡(长虹路旗舰店),金蓝湾西门旁,113.629121,34.824868,0371-63316418,8：00——22：00
惠济区,50100,中餐厅,稻李家烙馍村,南阳路心语雅园西1门旁(兴隆铺地铁站C口步行200米),113.627163,34.808457,13676998036;15738859458,8：00——22：00
惠济区,50100,中餐厅,阿乐牛腩锅(昌建·誉峰店),昌建誉峰西北1门西侧3号楼门面房3114,113.625038,34.80645,13783606296,8：00——22：00
惠济区,50100,中餐厅,广缘斋食府旗舰店,毛庄小区二号院东门东南100米,113.630322,34.865339,0371-58522222,8：00——22：00
惠济区,50100,中餐厅,勤人香麻辣鸡头(家常美食),江山路裕华美欣小区路南,113.621288,34.83502,13213155861;18638135767,8：00——22：00
惠济区,50100,中餐厅,袁掌柜食府(北城花园店),江山路与三全路交叉口向北300米北城花园,113.619149,34.836647,0371-63382669,8：00——22：00
惠济区,50100,中餐厅,穆记涮锅(王砦小区西区店),丰乐路与兴隆铺路交叉口西南角,113.629444,34.810399,15225064552,8：00——22：00
惠济区,50100,中餐厅,罗山渔家乐餐厅,防汛拥军路,113.670261,34.903556,13673638522;15981858878,9：00——22：00
惠济区,50100,中餐厅,西部来客鲜炒大盘鸡(弓庄新城店),迎宾路街道弓庄新城二号院1楼39号商铺,113.680923,34.868698,15981824502,8：00——22：00
惠济区,50100,中餐厅,荥泽味道(正商兴汉花园店),大河路与古须路向北400米路西,113.533846,34.882693,15238638466,8：00——22：00
惠济区,50100,中餐厅,信阳特色椒麻鸡火锅(惠济区万达店),黄河学府西南门旁,113.653477,34.857838,13137256691,8：00——22：00
惠济区,50100,中餐厅,花园口黄河人家,花园口老街新一佳超市向北200米左右路西,113.665711,34.903195,"13103863088;13323810356;+861056320612,48482032",9：00——22：00
惠济区,50100,中餐厅,王嘉卫黄焖鸡米饭石锅菜(月湖广场店),新城路月湖金街3号楼151号商铺,113.636557,34.870062,18837119034,8：00——22：00
惠济区,50100,中餐厅,老兵地锅炖,花园路与光杨路交叉口向西100米,113.672746,34.87691,15093210638;17596567212,8：00——22：00
惠济区,50100,中餐厅,厨匠博炮崩鸡(月湖广场店),新城路北假日西路东月湖广场3栋1号楼1层103房,113.636315,34.869895,19059582959,8：00——22：00
惠济区,50100,中餐厅,禧粤·荷塘粤色(民安北郡1期店),民安北郡1期西南门北50米,113.622012,34.869144,0371-88959828,8：00——22：00
惠济区,50100,中餐厅,豫丰川菜烩面馆,东风路街道丰乐路电子厂98-2号,113.63132,34.807801,13247548389,8：00——22：00
惠济区,50100,中餐厅,王老宽蒸菜大食堂,清华园路11号,113.621177,34.863331,17638111113,8：00——22：00
惠济区,50100,中餐厅,智先生炒鸡(福娃美景店),长兴路街道长兴路32号福娃美景,113.626774,34.825849,13213001835;18703628009,8：00——22：00
惠济区,50100,中餐厅,花卉美食广场,江山路郑州陈砦(双桥)花卉基地,113.583737,34.866864,0371-63633338,8：00——22：00
惠济区,50100,中餐厅,鱼你在一起(郑州惠济区裕华广场店),裕华广场负一楼永辉超市内餐饮区,113.624926,34.832881,19538515669,8：00——22：00
惠济区,50100,中餐厅,虹兴砂锅(大河路店),古广路与马村中心路交叉口东100米附近,113.516248,34.881229,13015535158;13526633061,8：00——22：00
惠济区,50100,中餐厅,蜀味轩家常菜(长兴路总店),长兴路12号擎天大厦1层(王砦地铁站D口步行50米),113.626236,34.819962,13849031633;18860388633,8：00——22：00
惠济区,50100,中餐厅,食尚鱼码头主题餐厅(千盛广场店),刘寨街道尚购生活广场,113.650175,34.786925,0371-55632066;13673696560,7：00——22：00
惠济区,50101,综合酒楼,启航鱼香酒楼,黄河文化公园园内,113.52099,34.952753,13673392913,9：00——22：00
惠济区,50101,综合酒楼,连北猪蹄叫化鸡总店,古荥镇连北村口,113.540114,34.923415,13253628856,9：00——22：00
惠济区,50101,综合酒楼,千万大盘鸡烧烤(惠源商务B座店),惠源商务北1门旁,113.569952,34.888329,15225123879,8：00——22：00
惠济区,50101,综合酒楼,信阳渔家(十一店),黄河大堤绿源山水北门,113.58003,34.911407,13949044411,9：00——22：00
