区域,餐饮类型编码,餐饮类型名称,POI名称,详细地址,经度(lon),纬度(lat),联系电话,营业时段
二七区,50100,中餐厅,火色广式泥炉鸡煲(二七米房店),行云路赣江路交叉口向西200米路南,113.648372,34.703108,0371-58650008;19036980588,8：00——22：00
二七区,50100,中餐厅,阿甘小馆(郑密路店),兰德喜多家西区西门旁,113.623966,34.726761,0371-55295508,8：00——22：00
二七区,50100,中餐厅,煌粮小灶(苇岸人家店),贺江路与碧云路交叉口东北角,113.66565,34.696344,0371-63228856,8：00——22：00
二七区,50100,中餐厅,大四喜·鲜牛肉火锅(郑州亚细亚店),二七广场亚细亚卓越城5F,113.667529,34.751648,13640970919,8：00——22：00
二七区,50100,中餐厅,黑土风情铁锅炖(长江路店),郑密路长江路交叉口向西50米,113.625795,34.710168,0371-53316999,8：00——22：00
二七区,50100,中餐厅,裕丰源(淮河路店),淮河路88-1号(嵩淮地铁站C口步行140米),113.626037,34.729109,0371-68972996,8：00——22：00
二七区,50100,中餐厅,买买江新疆大盘鸡,二七区永安街25号院南门北80米,113.650087,34.733732,15599987566,8：00——22：00
二七区,50100,中餐厅,粗粮小厨旗舰店(升龙国际店),政通路与连心里交叉口西北40米,113.639171,34.725055,0371-86172833;18538322976,8：00——22：00
二七区,50100,中餐厅,杨掌柜辣椒炒肉(人和路店),淮河路与人和路交叉口向南10米路东,113.641204,34.728192,0371-58683778;19139779500,8：00——22：00
二七区,50100,中餐厅,徐升记不改良老火锅(郑州百年德化店),百年德化风情购物公园A区2楼藤小鱼豆花鱼火锅对过,113.665919,34.750468,19839973227,8：00——22：00
二七区,50100,中餐厅,瓦罐烤鸡(佛岗店),丹枫路连云路交叉口向西100米路南,113.669655,34.694029,15617622833,8：00——22：00
二七区,50100,中餐厅,绿茶餐厅(郑州二七万达店),大学路8号万达广场3楼,113.642631,34.717427,0371-55006505,8：00——22：00
二七区,50100,中餐厅,解家河南菜(连云路店),连云路与南三环交叉口往南路东,113.67111,34.697233,0371-67548777,8：00——22：00
二七区,50100,中餐厅,老罗家·非遗砂锅大鱼头(二七万达店),行云路126号院芙蓉花苑8号楼1-2层121号,113.650313,34.707444,0371-55181378;15393711378,8：00——22：00
二七区,50100,中餐厅,杨掌柜辣椒炒肉(嵩山南路店),嵩山南路249-37,113.628462,34.712285,0371-58586099;18100331588,8：00——22：00
二七区,50100,中餐厅,二人烧(二七万达店),长江路街道大学南路8号1号楼106-107号,113.64126,34.718831,18503916957,8：00——22：00
二七区,50100,中餐厅,苗岭啤酒鸭(长江路总店),大学路与长江路交叉口向东200米路南,113.646079,34.709639,0371-68898880,8：00——22：00
二七区,50100,中餐厅,绿茶餐厅(郑州万象城店),民主路10号华润万象城L619店铺,113.662403,34.754667,15501143593,8：00——22：00
二七区,50100,中餐厅,仲和晓院(中原路店),大学路与兑周北里交叉口向西50米,113.64288,34.746847,0371-85038880;13027703001,8：00——22：00
二七区,50100,中餐厅,唐河王记·南阳民间菜(漓江路店),"漓江路南,南屏路北新公馆3号楼,亚新橄榄城新公馆",113.668414,34.691361,0371-86619666,8：00——22：00
二七区,50100,中餐厅,兰湘子.湘菜小炒(郑州二七万达广场店),航海中路与大学南路交汇口西南角万达广场负一楼宋潮食间内,113.642712,34.717085,0371-63317866,8：00——22：00
二七区,50100,中餐厅,南京大牌档(二七万象城店),二七万象城6层(二七广场地铁站L口步行260米),113.663019,34.754648,,8：00——22：00
二七区,50100,中餐厅,蜀香府重庆老火锅(德化·无限城店),德化街无限城5楼东侧(二七广场地铁站D口步行340米),113.665727,34.749235,13203705437;16603877300,8：00——22：00
二七区,50100,中餐厅,一家人(淮河路店),淮河西路73号,113.625107,34.728685,0371-68866338;0371-68883668;13783713330,8：00——22：00
二七区,50100,中餐厅,泮金大塘(嵩山路店),淮河西路2号,113.628272,34.730679,0371-63295539,8：00——22：00
二七区,50100,中餐厅,苏园·雅厨(二七万达店),大学路航海路交叉口二七万达广场3楼,113.643319,34.717896,0371-61985999,8：00——22：00
二七区,50100,中餐厅,葭荷·粗粮小厨(兴华南街店),兴华南街和长江路交叉口向北20米路西,113.632714,34.710561,13253688595,8：00——22：00
二七区,50100,中餐厅,香嫂粗粮烙馍村,连云路112-12号,113.670263,34.693074,0371-55651058;19913885856,8：00——22：00
二七区,50100,中餐厅,廣順興(佛岗店),连云路与漓江路交叉口向东300米路南,113.674283,34.691552,13303857673,8：00——22：00
二七区,50100,中餐厅,妈妈的馍菜汤·烙馍香(华中路店),台胞小区别墅区北门西80米,113.653832,34.717252,15649135356,8：00——22：00
二七区,50100,中餐厅,大四喜·鲜牛肉火锅(郑州二七万达店),淮河路街道大学中路126号4-11,113.643684,34.722416,16696606536,8：00——22：00
二七区,50100,中餐厅,浙碗儿,淮河路街道曹砦西街1-1,113.640509,34.729083,0371-68861688,8：00——22：00
二七区,50100,中餐厅,半天妖烤鱼(郑州二七万象城店),民主路10号万象城6层,113.661952,34.755038,0371-86553588,8：00——22：00
二七区,50100,中餐厅,邵姐麻辣鱼(橄榄城店),御景台北区南门旁,113.668125,34.696367,18838246768,8：00——22：00
二七区,50100,中餐厅,焱玖家麻辣猪蹄(漓江路店),连云路与漓江路104号,113.673014,34.691565,15538338166,8：00——22：00
二七区,50100,中餐厅,南京大牌档(二七万达店),大学路8号二七万达广场3层3052、3053、3055A号商铺,113.642921,34.71862,0371-55930081;18860381397,8：00——22：00
二七区,50100,中餐厅,知甘季火锅菜(庆丰街店),吉庆嘉园南门旁(火车头体育场地铁站C口步行330米),113.652546,34.730423,13939030727;15838187886,8：00——22：00
二七区,50100,中餐厅,丁记洛馍小院(航海路店),烙馍小院航海路与碧云路交叉口西北角2层,113.66482,34.720798,15237106767;17133619777,8：00——22：00
二七区,50100,中餐厅,袁老四重庆老火锅(郑州佛岗店),亚新橄榄城新公馆4栋附25号,113.667453,34.691395,0371-58585700,8：00——22：00
二七区,50100,中餐厅,小食候湘(郑州长江路店),长江路与郑密路往西150米路北146号9号楼,113.624626,34.710272,19137402577,8：00——22：00
二七区,50100,中餐厅,米村拌饭(亚细亚店),德化街89号(二七纪念塔东侧)亚细亚·卓悦城四层北侧D7铺,113.667408,34.751581,13140191615,8：00——22：00
二七区,50100,中餐厅,小菜园新徽菜(郑州二七万达店),大学南路8号万达广场3层,113.642836,34.716754,0371-60982779,8：00——22：00
二七区,50100,中餐厅,鱼尧古窑脆皮烤鱼(二七米房店),行云路赣江路二七米房时尚创意街区C区14号,113.649018,34.703497,17739795318,8：00——22：00
二七区,50100,中餐厅,虎丫炒鸡(河南郑州二七亚细亚店),二七广场德化街89号亚细亚卓悦城(4F-D2),113.667031,34.751364,18638123081,8：00——22：00
二七区,50100,中餐厅,康莱河豚家宴,长江路128号53号楼一、二层05号商铺,113.628508,34.711135,0371-68962266;18703849301,8：00——22：00
二七区,50100,中餐厅,那拉提新疆特色餐厅(橄榄城店),漓江路23-44,113.671658,34.69153,18903853955,8：00——22：00
二七区,50100,中餐厅,春沅饭店,伊河路1号院1排3号,113.630572,34.742439,0371-61170988,8：00——22：00
二七区,50100,中餐厅,清真烙馍小院(长江路店),兴华南街与长江路交叉口西南40米,113.632651,34.709469,0371-55912989,8：00——22：00
二七区,50100,中餐厅,酿酒人家(淮河路店),庆丰街29号院1号楼1层附9号,113.6522,34.728715,0371-68735268,8：00——22：00
二七区,50100,中餐厅,鱼吉祥蒸汽石锅鱼,漓江路3-108店铺,113.67337,34.691544,17398950101,8：00——22：00
二七区,50100,中餐厅,豫满楼(长江路店),双秀公园东1门旁,113.674065,34.709041,0371-88888018,8：00——22：00
二七区,50100,中餐厅,肘子刘饭店(医学院店),建设东路1号郑州大学第一附属医院斜对面,113.644018,34.754815,,8：00——22：00
二七区,50100,中餐厅,齐齐哈尔家庭烤肉(郑州总店),漓江路亚新橄榄城新公馆4栋附25号,113.667427,34.691392,15038217365;18538264888,8：00——22：00
二七区,50100,中餐厅,拾柒·幸福里 烤鸭北京菜,政通路86号,113.637524,34.725033,0371-88887888;15515557181,8：00——22：00
二七区,50100,中餐厅,温馨园·家常菜馆(庆丰街店),"庆丰街6-2号办公楼辅楼一,二楼",113.652535,34.72961,0371-67087888,8：00——22：00
二七区,50100,中餐厅,仲和小馆(大学路店),大学路与中原路交叉口向南300米路西(64号),113.64294,34.745544,17629352880,8：00——22：00
二七区,50100,中餐厅,王全兴鸡血汤(郑州总店),交通路39号-1号(交通路与保全街交口北50米路东),113.647209,34.732137,0371-55551718;4009997381,8：00——22：00
二七区,50100,中餐厅,蜀湃.川渝冒肚(橄榄城店),贺江路83-12号底商,113.673251,34.695981,19337150875,8：00——22：00
二七区,50100,中餐厅,淼庄地锅鸡(安康路店),安康路4号、10号,113.625154,34.727212,0371-86680888;18538300888,8：00——22：00
二七区,50100,中餐厅,邹家军铁锅炖(橄榄城店),贺江路152号,113.665845,34.696342,18137103110;18530833622,8：00——22：00
二七区,50100,中餐厅,鱼酷活鱼烤鱼二七杉杉奥莱店,大学南路319号二七杉杉奥莱L2层A250铺位,113.646236,34.651208,13523460671,8：00——22：00
二七区,50100,中餐厅,饭湘(嵩山路店),嵩山路与沁河路交叉口西北角(梦想茂一楼),113.627628,34.723487,,8：00——22：00
二七区,50100,中餐厅,豫见湘土情(交通路店),淮河路与交通路交叉口向南100米路东升龙世纪花园5号楼,113.64736,34.726979,0371-68979988;18530918378,8：00——22：00
二七区,50100,中餐厅,曼奈·肉桂厨房(郑州万象城店),民主路10号郑州二七万象城L6层,113.662061,34.754859,,8：00——22：00
二七区,50100,中餐厅,福状元粥(大学路店),大学路80号华城国际中心F1层,113.64328,34.738533,0371-86169252,8：00——22：00
二七区,50100,中餐厅,阿平小馆(二七米房店),行云路142号,113.649874,34.703132,19036939828,8：00——22：00
二七区,50100,中餐厅,瓦舍茶馆(淮南街店),淮南街29-3号,113.636582,34.722506,0371-68975858;15838177104,8：00——22：00
二七区,50100,中餐厅,川香渔歌(淮河路店),淮河路庆丰街交叉口西南角,113.651919,34.728835,0371-55227518,8：00——22：00
二七区,50100,中餐厅,清真高老大牛排胡辣汤(嵩山路总店),亚星盛世家园A区西门南140米,113.628443,34.712083,15838194899;18337183811,8：00——22：00
二七区,50100,中餐厅,喜家德虾仁水饺(郑州万象城店),解放路街道二七民主路10号(华润万象城6层),113.661354,34.754937,13645377084,8：00——22：00
二七区,50100,中餐厅,虎丫炒鸡(郑州二七万达广场店),大学南路8号郑州二七万达广场3F层,113.642905,34.717248,19339983636,8：00——22：00
二七区,50100,中餐厅,滇尒哥煳辣鱼(郑州总店),勤劳街与淮河东路交叉口北100米,113.640786,34.729848,19003838800,8：00——22：00
二七区,50100,中餐厅,YUOZUO渝作·川渝冒肚(橄榄城店),橄榄城新公馆连云路与漓江路交叉口向西200米路南,113.669185,34.691357,17596502758,8：00——22：00
二七区,50100,中餐厅,城南往事融合菜,行云路与赣江路西南角,113.648802,34.703094,15538003280,8：00——22：00
二七区,50100,中餐厅,牛出川火锅郑飞三店,京广路和保全街交叉口向西500米路北郑州烟草隔壁小胡同里,113.653715,34.731612,17303836606,8：00——22：00
二七区,50100,中餐厅,名厨粮造•粗粮小馆(中原路店),中原东路108号交通大厦F3层,113.645686,34.747108,13353800815,8：00——22：00
二七区,50100,中餐厅,吕氏疙瘩汤光速厨房,民主路10号万象城L6层L605,113.661839,34.755119,0371-53363716,8：00——22：00
二七区,50100,中餐厅,五里关火锅(郑州总店),西大街西口150号永桂坊201号,113.668042,34.751704,,8：00——22：00
二七区,50100,中餐厅,温馨园·家常菜馆(康复街店),中国人民武装警察部队总队医院南2门旁,113.649732,34.742082,0371-66930030,8：00——22：00
二七区,50100,中餐厅,小凤阁秘制鸡虾煲(亚细亚卓悦城店),二七广场德化街89号亚细亚卓悦城(5F-E7),113.667268,34.751594,18137792838,8：00——22：00
二七区,50100,中餐厅,喜嬢老火锅(郑锻东苑店),小赵寨街京广中路35-21,113.658428,34.734865,15129455882,8：00——22：00
二七区,50100,中餐厅,湘土情菜馆(汉江路店),大学路与汉江路交叉口向西10米路南,113.642894,34.715102,0371-68907999,8：00——22：00
二七区,50100,中餐厅,清真余味大漠炭火烧烤炖羊肉(郑密路店),郑密路与汉江路交叉口南50米路西珠江荣域北院东门旁,113.626398,34.714717,0371-88812052,8：00——22：00
二七区,50100,中餐厅,赵九记呱呱老火锅(郑州总店),永安东街46-1号,113.660201,34.733944,19138186032,8：00——22：00
二七区,50100,中餐厅,渔歌子鱼头王(中苑名都店),大学路与中原路交叉口中苑名都6号楼2楼,113.644843,34.744941,0371-86187177;0371-86673068;19937761988,8：00——22：00
二七区,50100,中餐厅,椒爱水煮鱼川菜(华润万象城店),民主路10号华润万象城7楼10a号,113.661724,34.754794,15936965416;18595831880,8：00——22：00
二七区,50100,中餐厅,曼玉餐厅(二七万达店),"大学南路8号院万达广场步行街室内三层,3025,3026号",113.642548,34.717053,0371-88973886,8：00——22：00
二七区,50100,中餐厅,東家·猪杂粥觅味馆(郑州店),淮河路街道齐礼阎东街升龙城2号院1-107号,113.630898,34.726409,17319716886,8：00——22：00
二七区,50100,中餐厅,黔茉茉 现舂野佐料火锅,大学南路8号4号楼1单元122/123号,113.641601,34.716474,19013925626,8：00——22：00
二七区,50100,中餐厅,方中山胡辣汤(兴华北街店),兴华北街18号,113.63263,34.738721,15516999995,8：00——22：00
二七区,50100,中餐厅,周小食火锅烤肉(金牛美景园店),京广路与南屏路交叉口向东100米金牛美景园12号楼4楼,113.658191,34.689356,19913718305,8：00——22：00
二七区,50100,中餐厅,虎丫炒鸡(河南郑州二七万象城店),"民主路10号郑州华润万象城B128号(从1号大门,直接下扶梯)",113.662798,34.754815,18695963753,8：00——22：00
二七区,50100,中餐厅,老北京炙子烤肉(金水西路店),嵩山北路与棉纺路交叉口向北300米路东,113.630229,34.760387,15188313771,8：00——22：00
二七区,50100,中餐厅,嘉御堂河南名菜楼,嵩山路与长江路交叉口亚星时代广场观光电梯上6楼,113.627662,34.709062,0371-63351751;18595713512,8：00——22：00
二七区,50100,中餐厅,云晓仙腊味汤煲(二七米房店),行云路146号,113.649543,34.702766,18503827677,8：00——22：00
二七区,50100,中餐厅,彼酷哩活鱼现烤(二七万达广场店),航海中路与大学南路交汇口西南角万达广场1楼,113.642699,34.71928,0371-86582708,8：00——22：00
二七区,50100,中餐厅,张老炝方城炝锅烩面(奥莱店),大学南路319号郑州杉杉奥莱·二七店3层,113.645735,34.651683,0371-63220790;19013920038,8：00——22：00
二七区,50100,中餐厅,虎丫炒鸡(河南郑州二七鑫苑鑫都汇店),建中街街道鑫苑鑫都汇三楼,113.651091,34.735742,18638253249,8：00——22：00
二七区,50100,中餐厅,岩哥土鲫鱼·平价湘菜(齐里闫店),政通路与齐里闫路交叉口向北100米路西,113.630501,34.725693,19103834561,8：00——22：00
二七区,50100,中餐厅,六八六粗粮小厨(淮河路店),金泰成名灯广场北2门旁,113.650421,34.728724,19339956686,8：00——22：00
二七区,50100,中餐厅,胖娃川菜馆(升龙国际中心店),政通路62号院5号楼1层A5-1002号,113.640667,34.727127,0371-63226432,8：00——22：00
二七区,50100,中餐厅,大红椒辣子鸡(二七万达2号院店),航海路与人和路二七万达广场4号楼101号1-2层,113.641065,34.717294,,8：00——22：00
二七区,50100,中餐厅,龚阿豪椰子鸡火锅(万象城店),二七万象城7楼710B,113.662862,34.754881,0371-88816815,8：00——22：00
二七区,50100,中餐厅,费大厨辣椒炒肉(二七万达店),大学南路8号郑州二七万达广场3F层,113.643137,34.71759,13548971303,8：00——22：00
二七区,50100,中餐厅,简朴寨融合菜,嵩山南路226-15号,113.627727,34.714105,0371-66036888;0371-66037888,8：00——22：00
二七区,50100,中餐厅,豫郑记扣碗(政通路)店,嵩山南路196号齐礼阎二号院,113.626571,34.724536,19939497126,8：00——22：00
二七区,50100,中餐厅,源鸣升鲜炒鸡(勤劳街店),汝河路勤劳街交叉口向北100米,113.64082,34.733886,0371-67778788,8：00——22：00
二七区,50100,中餐厅,欧亚明月楼,大学路3号(市骨科医院地铁站D口步行140米),113.644982,34.737507,0371-66776618,8：00——22：00
二七区,50100,中餐厅,渝老四鲜切牛肉火锅(绿水路店),绿水路与浩渺路交叉口向东50米路东,113.631746,34.68635,19339592681,8：00——22：00
二七区,50100,中餐厅,湘里乡亲(淮河东路75号院店),淮河路街道淮河东路75号淮河东路75号院,113.62517,34.72883,0371-60131168;19137906168,8：00——22：00
二七区,50100,中餐厅,火山屋台(二七万达广场店),大学南路8号郑州二七万达广场3F层,113.642895,34.718752,13140165085,8：00——22：00
二七区,50100,中餐厅,鼎鸿·清真豫菜,正岩俊园东1门南50米,113.636073,34.737524,0371-55525777,8：00——22：00
二七区,50100,中餐厅,新疆拉条烧烤城(淮河路旗舰店),淮河路与大学路交叉口向西70米路北,113.643173,34.729078,0371-68876869;18503716158,8：00——22：00
二七区,50100,中餐厅,虎丫炒鸡(河南郑州二七杉杉奥莱店),大学南路319号郑州杉杉奥莱·二七店L2层,113.646055,34.6517,17719873127,8：00——22：00
二七区,50100,中餐厅,山火经典黑鸭煲,米房时尚街区E栋206二楼,113.648794,34.703406,17513329665,8：00——22：00
二七区,50100,中餐厅,彼酷哩活鱼现烤(二七万象城店),民主路10号华润万象城6层L601E商铺,113.661225,34.755327,18550039577,8：00——22：00
二七区,50100,中餐厅,鹰城鑫地饭店中餐厅,大学中路120号鹰城鑫地饭店内(近政通路),113.643604,34.724072,0371-69385777,8：00——22：00
二七区,50100,中餐厅,麻辣诱惑老狼大盘鸡(人和路店),人和路汉江路交叉口向南300米,113.641172,34.713689,15737126341,8：00——22：00
二七区,50100,中餐厅,华豫食府(海豫花园店),京广路与长江路交叉口东北角,113.65847,34.710315,0371-68870868;13598069023,8：00——22：00
二七区,50100,中餐厅,福状元(政通路店),大学中路与政通路交叉口升龙商业广场F1层,113.641986,34.725086,0371-60193681,8：00——22：00
二七区,50100,中餐厅,聚北味熏酱小酒馆,赣江路,113.649822,34.703838,19900918336,8：00——22：00
二七区,50100,中餐厅,我的小板凳街坊火锅(汝河路店),汝河路31-6号,113.637551,34.732358,13938490513;13938522173,8：00——22：00
二七区,50100,中餐厅,小凤阁秘制鸡虾煲(百年德化总店),德化街街道百年德化风情街A区230号商铺,113.665725,34.750194,0371-53396221,8：00——22：00
二七区,50100,中餐厅,虎丫炒鸡(河南郑州二七德化街店),兴盛路德化风情购物公园3楼,113.663122,34.75003,19337102620,8：00——22：00
二七区,50100,中餐厅,半天妖烤鱼(橄榄城都市广场店),贺江路78号橄榄城乐享茂C区2层C209-1C209-4号商铺,113.672091,34.696464,18037697359,8：00——22：00
二七区,50100,中餐厅,东方老醋鱼(马寨店),马寨镇先锋路同兴街交叉口丰泰大酒店一楼,113.532943,34.706757,19937397393,8：00——22：00
二七区,50100,中餐厅,兰湘子.湘菜小炒(亚细亚卓悦城店),亚细亚卓越城4楼D9号,113.667408,34.751581,13591295952,8：00——22：00
二七区,50100,中餐厅,姐弟俩土豆粉(郑州二七升龙店),大学路与政通路交叉口向西10米升龙国际中心a区1层,113.64002,34.726089,18039555717,8：00——22：00
二七区,50100,中餐厅,吃饭皇帝大(郑州万象城店),民主路10号郑州二七万象城L7层,113.663048,34.754539,19337135757,8：00——22：00
二七区,50100,中餐厅,合记(大学中路68号院店),城区大学中路68中华老字号合记,113.644269,34.735113,0371-68977501,8：00——22：00
二七区,50100,中餐厅,顺發记平靓正煲仔粥,二七区二七米房c区,113.649061,34.703362,,8：00——22：00
二七区,50100,中餐厅,雷家人农家地锅柴鸡(郑州嵩山路),嵩山路与汉江路交叉口向西50米路南,113.627176,34.715079,18336393209,8：00——22：00
二七区,50100,中餐厅,虎丫炒鸡(橄榄城都市广场店),橄榄城都市广场南门西90米,113.672317,34.696442,19003831355,8：00——22：00
二七区,50100,中餐厅,老李家炒鸡虾尾(二七万达店),大学南路8号11号楼1-2层102号,113.642562,34.715503,17760785681;18037271069,8：00——22：00
二七区,50100,中餐厅,任广涛干锅鸭(联创佳苑店),连云路112-21号,113.670253,34.692504,13073786583,8：00——22：00
二七区,50100,中餐厅,火啫啫·粤式啫啫煲(郑州二七万达店),大学南路8号万达广场(郑州二七店)3F层,113.642892,34.71774,17503992228,8：00——22：00
二七区,50100,中餐厅,蝎王府羊蝎子(嵩山南路店),嵩山南路1号,113.628412,34.730131,0371-67992596;18539933573,8：00——22：00
二七区,50100,中餐厅,合掌柜辣椒炒肉(兴华南街店),兴华南街与汉江路交叉口东南角,113.632979,34.715135,13223065699,8：00——22：00
二七区,50100,中餐厅,李不馆重庆老火锅(二七万达店),大学南路与张魏寨中街交叉口西北40米,113.643688,34.713318,,8：00——22：00
二七区,50100,中餐厅,东北饺子酱大骨(红云路店),京广路街道冯庄路111号院正商城裕园5号院,113.672828,34.712175,18511129456,8：00——22：00
二七区,50100,中餐厅,彼酷哩活鱼现烤(嵩山路店),嵩山路与清江路交叉口向北200米路西32号商铺,113.627717,34.71328,19838187920,8：00——22：00
二七区,50100,中餐厅,醉巴鲜烤鱼(长江路丹尼斯店),长江路丹尼斯一层,113.633716,34.709472,19013920199,8：00——22：00
二七区,50100,中餐厅,锅大侠市集火锅(橄榄城店),京广路街道南三环连云路交叉口乐享茂B区二层B202,113.671114,34.696718,0371-69159005,8：00——22：00
二七区,50100,中餐厅,秋小懒鲜烧牛肉(郑州二七亚细亚卓悦店),德化街街道亚细亚卓悦城三楼C136,113.667563,34.751624,17335588895,8：00——22：00
二七区,50100,中餐厅,馍菜汤川面馆(长城康桥华城店),大学北路80号康桥华城金之禾馍菜汤四川家常菜,113.643567,34.737991,0371-56088538;13384019103;13783504841,8：00——22：00
二七区,50100,中餐厅,五顺斋烤鸭(大学路店),升龙天玺1-1-110号,113.645145,34.728423,0371-88880229,8：00——22：00
二七区,50100,中餐厅,华豫食府雅苑,保全街2号,113.647241,34.731758,0371-66323555,8：00——22：00
二七区,50100,中餐厅,鱼你在一起(亚星时代广场店),嵩山路街道长江路与嵩山路交叉口亚星盛世星尚中心一层009号,113.626933,34.709388,18803718178,8：00——22：00
二七区,50100,中餐厅,京福涮羊肉(郑密路店),郑密路与留园里丁字路口西南角二楼,113.626409,34.713299,19900909911,8：00——22：00
二七区,50100,中餐厅,阿平小馆(杉杉二七店),大学南路319号郑州杉杉奥莱·二七店L2层,113.646419,34.651632,0371-65367069;17596933847,8：00——22：00
二七区,50100,中餐厅,湘土情辣椒炒肉(万象城店),汇港新城30号2楼楼裙,113.662753,34.75393,0371-68680988;15838228092,8：00——22：00
二七区,50100,中餐厅,黎记烩面(学林雅轩店),康复前街48-1(医学院地铁站M口步行320米),113.645498,34.742059,,8：00——22：00
二七区,50100,中餐厅,庄万里天中土鸡面片,淮河东路与交通路交叉口东180米,113.648788,34.729106,18039113093,8：00——22：00
二七区,50100,中餐厅,鲍蟹甲(郑州行云路店),人和路办事处行云路126号,113.650285,34.706673,15093242277,8：00——22：00
二七区,50100,中餐厅,江西瓦罐汤,大学中路61-10号(大学路与汝河路交叉口向东10米路北),113.644511,34.73249,15617583392,8：00——22：00
二七区,50100,中餐厅,酿酒人家(淮河东路52号院店),淮河东路54号,113.637674,34.729078,0371-66866606,8：00——22：00
二七区,50100,中餐厅,穆彦华逍遥镇胡辣汤(政通路店),二七区政通路117-17号,113.6292,34.724628,15518728989,8：00——22：00
二七区,50100,中餐厅,小V家秘制火锅鸡(橄榄城店),连云路与漓江路交叉口西60米路南(乐桔酒店旁边),113.669846,34.691391,19913893281;19913897936,8：00——22：00
二七区,50100,中餐厅,姐弟俩土豆粉(郑州二七亚细亚店),德化街89号亚细亚卓悦城三层C9号,113.667031,34.751364,18037101377,8：00——22：00
二七区,50100,中餐厅,豆捞坊·鲜牛肉火锅(杉杉奥莱二七店),大学南路319号郑州杉杉奥莱·二七店L2层,113.645633,34.651484,19937139733,8：00——22：00
二七区,50100,中餐厅,锅大侠火锅(德化街店),二七区德化步行街74号三层,113.666582,34.75014,0371-63228900;18738585625,8：00——22：00
二七区,50100,中餐厅,酸喵喵广西酸嘢,铭功路二道街256-31号,113.658125,34.754983,15290843621;15893743958,8：00——22：00
二七区,50100,中餐厅,小木屋拌饭(郑州二七万达店),二七万达广场负一层宋潮食间B09商铺,113.643056,34.717444,15738377915,8：00——22：00
二七区,50100,中餐厅,盖东来大块牛肉饭(亚星盛世家园店),嵩山南路与汉江路交叉口南140米,113.628485,34.71395,15045474557,8：00——22：00
二七区,50100,中餐厅,豫宋家油泼面,庆丰街9-1,113.652564,34.731583,15136190506;15309955739,8：00——22：00
二七区,50100,中餐厅,福状元(亚星盛世家园店),亚星盛世家园A区西门南110米,113.628401,34.712347,0371-66353151;17803852197,8：00——22：00
二七区,50100,中餐厅,张水水鲜辣小炒,淮河路与人和路交叉口往南30米路东,113.641238,34.728404,13253338076,8：00——22：00
