区域,餐饮类型编码,餐饮类型名称,POI名称,详细地址,经度(lon),纬度(lat),联系电话,营业时段
登封市,50100,中餐厅,卢崖山庄,福中岳街道北高庄村,113.087828,34.474456,13838543678,8：00——22：00
登封市,50100,中餐厅,登封市蒋记私家汤一分店,颖河路西段文化城一楼(苹果园居委会),113.018789,34.449665,,8：00——22：00
登封市,50100,中餐厅,三味居家常菜,魁星街与书院河路交叉口路西南角(保乐宫隔壁),113.036795,34.472664,0371-62880868,8：00——22：00
登封市,50100,中餐厅,虎丫炒鸡(河南郑州登封大禹城店),炒鸡(大禹城店)登封市中岳大街大禹城4楼东北侧炒鸡,113.044073,34.456787,18697347779,8：00——22：00
登封市,50100,中餐厅,朝阳羊肉馆,卢店朝阳路75-3号门牌,113.161791,34.459412,15638911829,8：00——22：00
登封市,50100,中餐厅,麻辣婆婆·融合餐厅,崇高路中段(鸡街居委会),113.039758,34.463448,0371-62822288;13283831968,8：00——22：00
登封市,50100,中餐厅,蒋记私家汤(登封店),嵩山路北段(七星街居委会),113.03709,34.470116,,8：00——22：00
登封市,50100,中餐厅,麻辣婆婆川菜餐厅(少林路店),少林大道与光明路口,113.037419,34.454739,,8：00——22：00
登封市,50100,中餐厅,禅武大酒店-中餐厅,大禹路西段鹅坡岭,113.017117,34.471305,0371-62808833;0371-62808899,8：00——22：00
登封市,50100,中餐厅,西施猪蹄,南一环218号,113.020851,34.447247,,8：00——22：00
登封市,50100,中餐厅,老祁砂锅(嵩阳里街店),书院河路嵩阳北里一巷一号,113.035517,34.473602,0371-62976888;13783500003,8：00——22：00
登封市,50100,中餐厅,花雕醉鸡(登封店),嵩福苑西北门南60米,113.030616,34.478458,13837987717,8：00——22：00
登封市,50100,中餐厅,淳味饺子紫薇城,颖河路与汉武路交叉口向西50米,113.086831,34.448217,0371-62993993,8：00——22：00
登封市,50100,中餐厅,地锅年代(秘制菜鸡登封店),,113.054316,34.46076,0371-62889488,8：00——22：00
登封市,50100,中餐厅,歆鱼坊鲜烤全鱼(登封店),嵩景花园东南门旁,113.028949,34.445595,0371-62709111;15638176755,8：00——22：00
登封市,50100,中餐厅,十三棍烩羊肉(鸿润城店),书院河路608号,113.045589,34.445372,15617932368,8：00——22：00
登封市,50100,中餐厅,凤凰烩面馆,崇高路与少室路路口东20米路北,113.02876,34.464487,15838390684,8：00——22：00
登封市,50100,中餐厅,百家烩羊肉,鹿鸣山庄对面,113.053033,34.461291,15038075371,8：00——22：00
登封市,50100,中餐厅,老登封·登封菜(文化城店),登封文化城西门2层南,113.018376,34.448946,18638938555,8：00——22：00
登封市,50100,中餐厅,山河秀川渝冒肚(少室路店),少室路颖上路交叉口南50米路东,113.023629,34.445954,17838718069,8：00——22：00
登封市,50100,中餐厅,刘氏鱼庄(白坪新区店),南一环与菜园路交叉口向西170米路南,113.039198,34.444076,0371-62822888,8：00——22：00
登封市,50100,中餐厅,武陟砂锅,爱民路东段,113.044003,34.460396,18838999994,8：00——22：00
登封市,50100,中餐厅,蜀兴苑纸包鱼(登封店),南一环与菜园路交叉口东南50米,113.041271,34.443682,0371-62822779,8：00——22：00
登封市,50100,中餐厅,赵九记呱呱老火锅(滨河路店),少林大道与滨河路交叉口向南150米路东,113.046438,34.451876,0371-62880009,8：00——22：00
登封市,50100,中餐厅,壹吧椒鲜炒大盘鸡(崇高路店),东二街与崇高路交叉口西南20米,113.034986,34.463656,,8：00——22：00
登封市,50100,中餐厅,东北鲜渔村黑土风情铁锅炖(登封店),登封一中(国际商贸城)颍河路与嵩阳路交叉口西10米路南,113.02939,34.447863,0371-55857979,8：00——22：00
登封市,50100,中餐厅,西施猪蹄(登封本土味)世代非遗,中岳街道福佑路社区芙蓉苑小区C2-109商铺,113.086337,34.450688,,8：00——22：00
登封市,50100,中餐厅,潇湘雨融合餐厅(尚城名都店),天中路与汉阙路交叉口西南角,113.090824,34.450435,13938268319,8：00——22：00
登封市,50100,中餐厅,傻子张大盘鸡(登封国际商贸城店),少室路登封国际商贸城,113.023487,34.448133,,8：00——22：00
登封市,50100,中餐厅,胖胖东自助火锅登封旗舰店,嵩山路与南一环交叉口向南200米路东,113.033944,34.443482,13526766234,8：00——22：00
登封市,50100,中餐厅,老狼大盘鸡(登封店),崇高路与东二街交叉口西南20米,113.034903,34.463697,0371-56068095;15537166233,8：00——22：00
登封市,50100,中餐厅,花千代秘制烤鱼登封旗舰店,少室路与南环一路交叉口向南20米路西,113.022944,34.445199,0371-85888168;13733857656,8：00——22：00
登封市,50100,中餐厅,雲舍茶餐厅,大禹路851号,113.028504,34.468766,13043990888,8：00——22：00
登封市,50100,中餐厅,寻味长沙湘菜,颍河路与谷路街交叉口西50米,113.037096,34.447335,,8：00——22：00
登封市,50100,中餐厅,谭鸭血老火锅(登封大禹城店),书院河路310号,113.04501,34.456362,18836636663,8：00——22：00
登封市,50100,中餐厅,倔倔徐涮烤酒馆(登封店),南二环与嵩山路交叉口向北100米路东,113.033911,34.443373,0371-62796333;15515783678,8：00——22：00
登封市,50100,中餐厅,好厨房香辣大盘鸡(登封店),崇高路与崇福路交叉口向北200米路西,113.046785,34.466967,15378764123,8：00——22：00
登封市,50100,中餐厅,兰亭小炊(爱民路店),爱民路26号,113.043594,34.460541,0371-67308929,8：00——22：00
登封市,50100,中餐厅,老东北三江野生大鱼,嵩阳街道重庆秦妈火锅(崇高路店)鹿鸣小区,113.050275,34.461774,0371-53793122,8：00——22：00
登封市,50100,中餐厅,颍阳水席饭店(登封店),大禹路积翠园1巷1号,113.04023,34.46889,0371-60165333,8：00——22：00
登封市,50100,中餐厅,农夫大盘鸡(崇高路店),嵩阳街道崇高路与嵩山路交叉口北100米,113.038597,34.463588,15333829322;15838262316,8：00——22：00
登封市,50100,中餐厅,牛二北京烤鸭,嵩阳路814号,113.031396,34.457292,13683862911,8：00——22：00
登封市,50100,中餐厅,一家亲土豆粉(光明路),光明路与东关街交叉口南80米,113.037556,34.456151,18037680223,8：00——22：00
登封市,50100,中餐厅,YUOZUO渝作·川渝冒肚(河南登封店),阳街道中岳大街东段555号,113.044647,34.457183,17513191118,8：00——22：00
登封市,50100,中餐厅,朱熙熙三不炒,南一环(颍上路)与菜园路交叉口西100米,113.040021,34.444291,15649012017,8：00——22：00
登封市,50100,中餐厅,李想大虾火锅(崇高路店),嵩阳街道崇高路与崇福路交叉口东50米319号,113.047395,34.462149,0371-62736607,8：00——22：00
登封市,50100,中餐厅,伴山厨房,北环路130号,113.035876,34.468939,15238335152,8：00——22：00
登封市,50100,中餐厅,壹吧椒鲜炒大盘鸡(腾龙小区店),市区菜园路南段808号(玉溪路居委会)(菜园路半份菜隔壁),113.041417,34.447827,0371-62873188;15238371909;4006196787,8：00——22：00
登封市,50100,中餐厅,大四喜酒楼(德融花园店),少林大道与禅武大街交叉口东北角,113.007501,34.459968,15664149777,8：00——22：00
登封市,50100,中餐厅,红坊子火锅,崇高路1085号,113.029253,34.464049,0371-62887887;15637199861,8：00——22：00
登封市,50100,中餐厅,胖子烧烤涮牛肚,嵩阳路南段1192号,113.030199,34.449923,17760778999,8：00——22：00
登封市,50100,中餐厅,老东北烤肉(登封店),郑煤小区西门旁,113.041126,34.443315,0371-62826281,8：00——22：00
登封市,50100,中餐厅,蜀香园(书院河路店),书院河路130号蜀香园,113.040552,34.466059,0371-62892688;15638116333,8：00——22：00
登封市,50100,中餐厅,百乐川烤鱼(大禹城店),嵩阳街道办事处中岳大街151号大禹城四层4020号,113.043687,34.456975,19939270188,8：00——22：00
登封市,50100,中餐厅,油饼母鸡汤(豫龙花园店),豫龙花园西门旁,113.046696,34.446678,,8：00——22：00
登封市,50100,中餐厅,谷养元粥铺(登封店),嵩景花园东南门旁,113.02873,34.445588,13782285578;17630057269,8：00——22：00
登封市,50100,中餐厅,老湘味道烧菜馆(崇高路店),市区崇高路东段(长春园居委会),113.043385,34.46302,0371-62817111;13203805222,8：00——22：00
登封市,50100,中餐厅,喜圆酒店(登封国际商贸城店),南一环国际商贸城南门,113.021785,34.447649,0371-85038888,8：00——22：00
登封市,50100,中餐厅,辣椒小厨川菜,爱民路与嵩山路交叉口东南20米,113.036856,34.4614,13603867679,8：00——22：00
登封市,50100,中餐厅,会善素斋,登封会善斋民宿西北侧,113.002571,34.488476,13939004627,8：00——22：00
登封市,50100,中餐厅,登封市市区淼庄地锅鸡店,嵩山路大禹路交叉口向北一百米路西昌釜铁锅炖饭店,113.037121,34.470208,13383829101;13663857333,8：00——22：00
登封市,50100,中餐厅,相遇鱼莊(登封旗舰店),南二环少室路向东100米路南,113.024092,34.443654,15637161785,8：00——22：00
登封市,50100,中餐厅,逸潭山房,郑州中岳区北新庄保粮窑石门水库,113.095822,34.480777,15093323219,8：00——22：00
登封市,50100,中餐厅,小秦川砂锅(登封店),嵩阳街道少室路与南一环向北50米路东1359号,113.023709,34.447362,17513276655,8：00——22：00
登封市,50100,中餐厅,登封市市区北舞渡丁国华餐饮店,崇高路与守敬路交叉口西南角,113.053636,34.461322,13253458000,8：00——22：00
登封市,50100,中餐厅,韶山人家湘菜馆(登封豪邸假日酒店),少林大道登封豪邸假日酒店,113.093054,34.454103,15238370333,8：00——22：00
登封市,50100,中餐厅,歌家焖罐(裕兴国际花园店),嵩山路与南二环交叉口向南100米,113.033524,34.44118,13073792399,8：00——22：00
登封市,50100,中餐厅,栗园私房菜(少林小区店),少林小区永泰南路东三巷9号,113.011625,34.460701,13007628800;15515538363,8：00——22：00
登封市,50100,中餐厅,登封炖百味炖锅,市区文化城二楼炖百味(苹果园居委会),113.018495,34.448954,0371-62820518,8：00——22：00
登封市,50100,中餐厅,登封市将记水席民间菜餐饮店,中岳街道汉阙路西段3-101号,113.085268,34.451101,,8：00——22：00
登封市,50100,中餐厅,粤煌新派猪肚鸡养生火锅(嘉凯城中凯龙城店),阳城路,113.055436,34.448981,0371-62888600,8：00——22：00
登封市,50100,中餐厅,宴福楼,中岳庙馨园东门旁,113.082216,34.459149,13592469398,8：00——22：00
登封市,50100,中餐厅,24川蓉锦川(登封店),嵩阳街道南二环城南安置区一期10号楼101商铺,113.025357,34.443276,0371-55859933,8：00——22：00
登封市,50100,中餐厅,震浩特色大盘鸡(万佳中心城店),万佳中心城4楼东北角(电影院对面),113.044685,34.456715,0371-62827628;18538777707,8：00——22：00
登封市,50100,中餐厅,小v家秘制火锅鸡(菜园路店),菜园路洧河路南100米路西,113.041468,34.448465,18503808005,8：00——22：00
登封市,50100,中餐厅,花宝街石锅鸡公煲(大禹城店),菜园路120号,113.042701,34.456071,13271576588,8：00——22：00
登封市,50100,中餐厅,牛辛巴东北大片烤肉,崇高路与崇福路交叉口向东20米路南,113.046101,34.462335,15146984330,8：00——22：00
登封市,50100,中餐厅,蜀正园酒店,嵩阳路南段901号,113.031209,34.452741,0371-60166669,8：00——22：00
登封市,50100,中餐厅,老蒋私家汤,少室路与南一环交叉口向南100米路西,113.023012,34.445788,15903677222,8：00——22：00
登封市,50100,中餐厅,半岛酒楼(阳光美景店),郑煤小区东门旁,113.045762,34.442536,0371-62873948,8：00——22：00
登封市,50100,中餐厅,乡村风味汤汤汤(嵩阳家属院店),中岳大街167号,113.046289,34.456973,13673669989,8：00——22：00
登封市,50100,中餐厅,十三棍烩羊肉(少林小区店),少林街道少林小区永泰南路西二巷1号,113.010329,34.460466,15517137667,8：00——22：00
登封市,50100,中餐厅,都市农家院饭店,嵩阳街道办事处望洋北街9巷3号(中岳大街207交叉口),113.022454,34.460799,15238085222,8：00——22：00
登封市,50100,中餐厅,徐记江湖菜馆,崇高路西段,113.026014,34.464445,15515923715,8：00——22：00
登封市,50100,中餐厅,田园酒店(登封总店),嵩阳街道大禹路100号,113.04114,34.468282,0371-62859888;15649015666,8：00——22：00
登封市,50100,中餐厅,奇渔翁剁椒烤鱼,少室路1196号,113.023138,34.446116,13673375808,8：00——22：00
登封市,50100,中餐厅,喜剧川湘菜馆,少林宾馆后院停车场东北角,113.039009,34.459072,18439926123,8：00——22：00
登封市,50100,中餐厅,冯记羊肉馆,卢店镇雪佳面粉厂东10米,113.160007,34.460383,15639714985;15938792062,8：00——22：00
登封市,50100,中餐厅,白沙味道(锦绣华庭店),南一环与少室路交叉口向西100米路南,113.021736,34.447042,13643814196,8：00——22：00
登封市,50100,中餐厅,钓鱼台(少林大道店),少林大道与大修厂东一巷交叉口西100米,113.021984,34.455987,,8：00——22：00
登封市,50100,中餐厅,锅小七泡椒米线,东关街奶奶庙对面,113.040778,34.456499,18530891066,8：00——22：00
登封市,50100,中餐厅,富贵山居,少林街道办事处玄天庙三王庄4号,112.985592,34.508898,15838088862,8：00——22：00
登封市,50100,中餐厅,十三棍烩羊肉(紫薇城店),创佳·紫薇城南门旁,113.085172,34.448279,13783428096;15290892033,8：00——22：00
登封市,50100,中餐厅,石道酱炒牛肉,颖河路西段登封文化城2楼(登封文化城西门上二楼左手边),113.018432,34.449336,18037160336,8：00——22：00
登封市,50100,中餐厅,成都烧菜馆,滨河路崇福路交叉口路东,113.045925,34.459392,13938561522,8：00——22：00
登封市,50100,中餐厅,郝记羊肉馆,嵩阳街道守敬路金泽园快捷酒店对面,113.051016,34.446556,15038357800,8：00——22：00
登封市,50100,中餐厅,郑记炒鸡店,少室路与魁星街交叉口西北20米,113.029062,34.473404,13014598099;13783436152,8：00——22：00
登封市,50100,中餐厅,溪畔农家院(嵩山国家重点风景名胜区店),大金店镇三王庄桥200米左转向西,112.956865,34.446435,13592666540;18538731582,8：00——22：00
登封市,50100,中餐厅,芙蓉小镇湘菜馆,大禹路少室路西南角30米,113.027678,34.468671,15093061028;17398973111,8：00——22：00
登封市,50100,中餐厅,刘家老店,中国石化卢中加油站东侧130米路南,113.162934,34.45507,0371-62986899;13460336890,8：00——22：00
登封市,50100,中餐厅,鸣升鲜炒鸡(登封店),东关街与书院河路交叉口西120米,113.044128,34.456056,13203882312,8：00——22：00
登封市,50100,中餐厅,嵩山居善地,大禹路路北积翠西巷往北50米,113.042788,34.469714,17203865589,8：00——22：00
登封市,50100,中餐厅,武记半份菜,阳光美景西门南50米,113.041093,34.442606,13674999686;15290866979,8：00——22：00
登封市,50100,中餐厅,歌家鲜炒鸡(裕兴国际西花园店),裕兴国际西花园,113.026734,34.442845,13253659006;18595892399,8：00——22：00
登封市,50100,中餐厅,福临门酒店(嵩阳路店),俊彪中医皮肤病医院北门旁,113.032216,34.46467,15003829264;18939526329,8：00——22：00
登封市,50100,中餐厅,一苇山房素食餐厅(嵩山少林景区官方店),少林办事处郭店村塔沟村201号,112.952106,34.513012,0371-62746111;18639579055,8：00——22：00
登封市,50100,中餐厅,傻子张大盘鸡(菜园路店),郑煤小区西门北110米,113.041186,34.443809,,8：00——22：00
登封市,50100,中餐厅,羊蝎子老店,少室路与环山路交叉口向东20米,113.031208,34.479554,0371-88001118;15538011588,8：00——22：00
登封市,50100,中餐厅,百善小石锅石锅烧烤(嵩山景区店),少室路29号,113.030278,34.478886,13608670959,8：00——22：00
登封市,50100,中餐厅,煲饭堂黄焖鸡米饭(中岳大街店),中岳大街东关浴池正对面,113.047533,34.457157,15890003501,8：00——22：00
登封市,50100,中餐厅,马记烩面馆,中岳街道玉带路1030号,113.096116,34.457731,15038227011,8：00——22：00
登封市,50100,中餐厅,锅中新派炖肉,锦绣华庭北门东侧,113.022507,34.446819,15039089788,8：00——22：00
登封市,50100,中餐厅,功夫刀削面,嵩阳街道少室路北段2号,113.0298,34.479856,18569907833,8：00——22：00
登封市,50100,中餐厅,相遇鱼庄(卢店店),卢店镇夜市街中段,113.155608,34.456572,15637161785,8：00——22：00
登封市,50100,中餐厅,武状元功夫炒鸡,嵩阳街道菜园路南段506号,113.041183,34.446936,13838071558,8：00——22：00
登封市,50100,中餐厅,薛记老嵩山羊肉馆,书院河路与大禹路交叉口南100米,113.039924,34.467626,,8：00——22：00
登封市,50100,中餐厅,卢鸿草堂,中岳街道办事处北高庄村委西150米(停车场西),113.084435,34.475809,15890183316,8：00——22：00
登封市,50100,中餐厅,朝晖羊肉馆,崇福路与崇高路交叉口北200米,113.046124,34.464309,15538350222,8：00——22：00
登封市,50100,中餐厅,小辣椒美食(望箕路店),望箕路56号,113.039373,34.457025,15639016777,8：00——22：00
登封市,50100,中餐厅,美丽乡村饭店,郭店村村委会东北侧270米,112.968857,34.518075,13733158804;15738820386,8：00——22：00
登封市,50100,中餐厅,清真·金润斋北京烤鸭(登封总店),嵩阳路与洧河路交叉口向东15米路北,113.031396,34.452057,15137513203,8：00——22：00
登封市,50100,中餐厅,怀章砂锅店,市区崇高路西段(嵩阳桥居委会),113.025748,34.46422,13783555637;15503712001,8：00——22：00
登封市,50100,中餐厅,烙馍村酒店,嵩阳街道书院河路368号,113.045478,34.454264,0371-60167007;18003832123,8：00——22：00
登封市,50100,中餐厅,温记饭店(阳城区社会服务管理中心西北),北烟庄村委东南侧140米,113.152863,34.382382,13140069167,8：00——22：00
登封市,50100,中餐厅,郝佬大北京烤鸭(嵩山路店),嵩山路北段依嵩园三巷一号,113.037261,34.466987,19037119393,8：00——22：00
登封市,50100,中餐厅,傻子张大盘鸡(卢店店),237省道康佳超市南30米,113.155599,34.456837,,8：00——22：00
登封市,50100,中餐厅,土豆大人和他的美食们,少室路361号,113.027851,34.466751,,8：00——22：00
登封市,50100,中餐厅,吉祥菜馆,守敬路南段608号,113.051618,34.449708,13526898095,8：00——22：00
登封市,50100,中餐厅,常福记农家大盆骨(登封店),嵩阳路231号,113.03227,34.465796,13223078860,8：00——22：00
登封市,50100,中餐厅,仓赢馆子,高庄南街与滨河路交叉口东100米,113.047361,34.449336,15638179086,8：00——22：00
登封市,50100,中餐厅,歌家鲜炒鸡(东区店),少林大道与天中路交叉口东140米,113.092822,34.454114,13271588339,8：00——22：00
登封市,50100,中餐厅,万客来小份菜,嵩阳街道嵩阳路蜀正园宴会城对面,113.030767,34.452746,15137165581,8：00——22：00
登封市,50100,中餐厅,老街烩面,守敬路南段,113.05117,34.44713,13203870256;13383855989,8：00——22：00
登封市,50100,中餐厅,唐小姐肉蟹煲(大禹城店),中岳大街151号大禹城,113.044325,34.457025,17337127629,8：00——22：00
登封市,50100,中餐厅,孙苟私家烩面店登封总店,颍上路嵩湖花园1-2A商铺,113.028445,34.445066,15137155552,8：00——22：00
登封市,50100,中餐厅,蜀兴苑纸包鱼紫薇城东区店,创佳·紫薇城南门西150米,113.084265,34.44825,0371-62978166,8：00——22：00
登封市,50100,中餐厅,品味人生炖锅烧烤,洧河路501号,113.043209,34.449405,15333834310,8：00——22：00
登封市,50100,中餐厅,御丰缘烩面(洧河路店),坤田名邸南1门西120米,113.042204,34.449511,15036168789,8：00——22：00
登封市,50100,中餐厅,袁记家常菜馆,嵩阳街道崇高路195号,113.050456,34.462059,13783602005,8：00——22：00
登封市,50100,中餐厅,麻辣壹号(嵩阳路店),嵩阳路与洧河路交叉口南100米路西,113.030445,34.451122,18538109997,8：00——22：00
登封市,50100,中餐厅,武记石道鲜牛庄,颖福花园西院南侧90米,112.900376,34.368938,15238344477,8：00——22：00
登封市,50100,中餐厅,傻子张大盘鸡(嵩山路店),嵩山路小学斜对面,113.036997,34.466521,13838180200,8：00——22：00
登封市,50100,中餐厅,嵩山不夜城,谷路街356号,113.037844,34.447888,0371-62745666,8：00——22：00
登封市,50100,中餐厅,砂锅羊排,少室路北段中岳嵩山景区向南一百米路东,113.030329,34.47802,15238324678,8：00——22：00
登封市,50100,中餐厅,店小二海鲜炒鸡,告城大道金辉煌灯饰东100米,113.13866,34.399223,13071010667,8：00——22：00
登封市,50100,中餐厅,老狼大盘鸡(直营店),颖河路少室路交叉口东南嵩玉103商铺,113.024575,34.446693,13027787156,8：00——22：00
登封市,50100,中餐厅,李记半份菜,市区嵩阳路与少林大道交叉口东南角李记半份菜,113.031413,34.45455,15838152678,8：00——22：00
登封市,50100,中餐厅,老湘味道(少室路店),嵩阳街道少室路与南一环交叉路口南30米路西,113.023085,34.445911,,8：00——22：00
登封市,50100,中餐厅,洛阳第一涮牛肚王,少室路北段23号,113.029472,34.473703,13938426219,8：00——22：00
登封市,50100,中餐厅,农夫大盘鸡(告成分店),告成大街与禹都路交叉口向东80米路北,113.145193,34.398652,18695885009,8：00——22：00
登封市,50100,中餐厅,十里香饭庄,石道乡初级中学对面,112.896222,34.37041,13607698506;15238313168,8：00——22：00
登封市,50100,中餐厅,蘭亭小炊川菜故事(嵩山路店),市区嵩山路960号,113.036868,34.460393,15638108688,8：00——22：00
登封市,50100,中餐厅,登封味道,登封文化城西门旁,113.018223,34.449041,,8：00——22：00
登封市,50100,中餐厅,大众美食城(大禹路店),嵩阳里街南门东南90米,113.035433,34.468543,13838535165,8：00——22：00
登封市,50100,中餐厅,嵩山家宴城(裕兴国际花园店),嵩山路以东谷路街214室,113.037317,34.442723,17596559996,8：00——22：00
登封市,50100,中餐厅,杨丽半份菜(登封总店),东关街与书院河路交叉口西120米,113.044218,34.456048,13007515456;15188369536,8：00——22：00
登封市,50100,中餐厅,川味人家(崇高路店),崇高路与少室路交汇处向西100米路南,113.026069,34.464214,15890177371,8：00——22：00
登封市,50100,中餐厅,谷香居,登封市南一环菜园路西200米,113.039479,34.444336,0371-56789541,8：00——22：00
登封市,50100,中餐厅,婷婷鲜炒鸡,谷路街洧河路向南20米,113.037862,34.449498,13333813351;15890678683,8：00——22：00
登封市,50100,中餐厅,久花巷砂锅羊排(中岳庙馨园店),中岳庙馨园,113.082238,34.459446,,8：00——22：00
登封市,50100,中餐厅,姥家大锅台(登封少室路店),南一环与少室路交叉口向南50米路西1202号,113.023135,34.446109,17629357588,8：00——22：00
登封市,50100,中餐厅,张一绝黄焖鸡米饭,光明路118号,113.037542,34.455924,17729770155,8：00——22：00
登封市,50100,中餐厅,伟利炒面王,大禹路与嵩阳路交叉口东60米,113.032923,34.468606,15638898680;18339283991,8：00——22：00
登封市,50100,中餐厅,石道酱炒牛肉(登封市建筑公司家属院店),爱民路97号,113.042431,34.460439,15038055168,8：00——22：00
登封市,50100,中餐厅,又一新烩面馆,嵩阳路与爱民丁字路口路西,113.031743,34.462382,,8：00——22：00
登封市,50100,中餐厅,辣炮泡鱼蛙火锅馆(登封店),中岳购物广场外停车场西,113.036769,34.458276,0371-55593888,8：00——22：00
登封市,50100,中餐厅,西雅苏新疆炒米粉(登封店),嵩阳商场东二街29号,113.034838,34.463531,15138677357,8：00——22：00
登封市,50100,中餐厅,美兼重庆地摊火锅(登封店),登封市直属第五初级中学北门西60米,113.043011,34.449356,0371-60168123;13592438816;13592681168,8：00——22：00
登封市,50100,中餐厅,长虹大酒店告成二分店(嵩颖路店),告城镇嵩颖路,113.137858,34.398384,18236981555,8：00——22：00
登封市,50100,中餐厅,秘制炒柴鸡(登封总店),少室路南段1165号,113.024676,34.451632,0371-55855369;13323815399;19137128188,8：00——22：00
登封市,50100,中餐厅,农家小院(嵩山国家重点风景名胜区店),嵩山少林塔沟武术学校老校区西北侧240米,112.950379,34.517554,,8：00——22：00
登封市,50100,中餐厅,三和源乳鸽店,颖河路西段文化城二楼,113.019214,34.44962,0371-62888001;15639259363,8：00——22：00
登封市,50100,中餐厅,傻子张大盘鸡(唐庄中心社区店),唐庄中心社区B区南门东60米,113.14326,34.493258,,8：00——22：00
登封市,50100,中餐厅,韩氏正宗黄焖鸡米饭(卧龙小区店),嵩山路1516号,113.035049,34.452385,15038007890,8：00——22：00
登封市,50100,中餐厅,皇凤皇小方桌地锅鸡(登封店),白坪新区A区东门北50米,113.04072,34.443292,16638082988,8：00——22：00
登封市,50100,中餐厅,新溢香梁记羊肉馆,少林大道与文化路交叉口向南20米路西,113.152612,34.458772,13526712911,8：00——22：00
登封市,50100,中餐厅,小V家火锅鸡,观星台西门旁,113.144379,34.400481,13203823683;15093162920,8：00——22：00
登封市,50100,中餐厅,淼庄地锅鸡,嵩阳路与爱民路向北50米路东,113.03226,34.462367,0371-62987777;18137138456,8：00——22：00
登封市,50100,中餐厅,永军饭店,告成镇阳城加油站西50米,113.149975,34.384154,13592681052;15093333360,8：00——22：00
登封市,50100,中餐厅,登封市君召松乾农农清香园饭店,君召胥店新市场,112.811626,34.396471,18137813789,8：00——22：00
登封市,50100,中餐厅,登封久品私房菜,卢店镇民族路51号,113.158716,34.455212,0371-62803369,8：00——22：00
登封市,50100,中餐厅,川味一家,爱民路322号,113.036951,34.461541,13592495116,8：00——22：00
登封市,50100,中餐厅,川味轩饭店(观石街店),少林宾馆西门旁,113.038678,34.459055,15093330392,8：00——22：00
登封市,50101,综合酒楼,登封市大金店镇颖北酒楼,大金店,112.977473,34.374751,0371-62765599;13603841788,8：00——22：00
登封市,50101,综合酒楼,豫峰酒楼,徐庄镇郑庄市场西100米,113.195911,34.328405,13592652981,8：00——22：00
登封市,50101,综合酒楼,香溢酒楼,白坪乡,113.075291,34.325465,13592480696,8：00——22：00
登封市,50101,综合酒楼,中发酒楼,兴阳线与234国道交叉口北160米,113.270088,34.437267,13623825444,8：00——22：00
登封市,50101,综合酒楼,批零综合饺子馆,朝阳路与316省道交叉口南80米,113.161781,34.459563,,8：00——22：00
登封市,50101,综合酒楼,汉风食府(大禹路店),嵩阳里街南门西南90米,113.034356,34.468576,0371-62832899,8：00——22：00
登封市,50101,综合酒楼,永兴烩面(守敬路店),守敬路迎仙阁,113.053474,34.458685,0371-62828111;13298115000,8：00——22：00
